Date,Area,GEN,AGG,CNT
202002,서울 강동구,1,5,798
202002,서울 강동구,2,0,343
202002,서울 강동구,2,1,448
202002,서울 강동구,2,2,288
202002,서울 강동구,2,3,2495
202002,서울 강동구,2,4,1899
202002,서울 강동구,2,5,929
202003,서울 종로구,1,0,38
202003,서울 종로구,1,1,85
202003,서울 종로구,1,2,66
202003,서울 종로구,1,3,370
202003,서울 종로구,1,4,343
202003,서울 종로구,1,5,256
202003,서울 종로구,2,0,53
202003,서울 종로구,2,1,65
202003,서울 종로구,2,2,53
202003,서울 종로구,2,3,461
202003,서울 종로구,2,4,441
202003,서울 종로구,2,5,250
202003,서울 중구,1,0,46
202003,서울 중구,1,1,57
202003,서울 중구,1,2,38
202003,서울 중구,1,3,323
202003,서울 중구,1,4,266
202003,서울 중구,1,5,203
202003,서울 중구,2,0,46
202003,서울 중구,2,1,44
202003,서울 중구,2,2,26
202003,서울 중구,2,3,442
202003,서울 중구,2,4,374
202003,서울 중구,2,5,233
202003,서울 용산구,1,0,71
202003,서울 용산구,1,1,93
202003,서울 용산구,1,2,69
202003,서울 용산구,1,3,576
202003,서울 용산구,1,4,435
202003,서울 용산구,1,5,248
202003,서울 용산구,2,0,56
202003,서울 용산구,2,1,84
202003,서울 용산구,2,2,43
202003,서울 용산구,2,3,747
202003,서울 용산구,2,4,626
202003,서울 용산구,2,5,339
202003,서울 성동구,1,0,152
202003,서울 성동구,1,1,168
202003,서울 성동구,1,2,108
202003,서울 성동구,1,3,817
202003,서울 성동구,1,4,581
202003,서울 성동구,1,5,385
202003,서울 성동구,2,0,137
202003,서울 성동구,2,1,142
202003,서울 성동구,2,2,81
202003,서울 성동구,2,3,1100
202003,서울 성동구,2,4,817
202003,서울 성동구,2,5,417
202003,서울 광진구,1,0,134
202003,서울 광진구,1,1,191
202003,서울 광진구,1,2,126
202003,서울 광진구,1,3,928
202003,서울 광진구,1,4,730
202003,서울 광진구,1,5,442
202003,서울 광진구,2,0,129
202003,서울 광진구,2,1,115
202003,서울 광진구,2,2,97
202003,서울 광진구,2,3,1390
202003,서울 광진구,2,4,1070
202003,서울 광진구,2,5,487
202003,서울 동대문구,1,0,148
202003,서울 동대문구,1,1,226
202003,서울 동대문구,1,2,119
202003,서울 동대문구,1,3,928
202003,서울 동대문구,1,4,647
202003,서울 동대문구,1,5,505
202003,서울 동대문구,2,0,121
202003,서울 동대문구,2,1,188
202003,서울 동대문구,2,2,110
202003,서울 동대문구,2,3,1213
202003,서울 동대문구,2,4,916
202003,서울 동대문구,2,5,535
202003,서울 중랑구,1,0,221
202003,서울 중랑구,1,1,314
202003,서울 중랑구,1,2,152
202003,서울 중랑구,1,3,1025
202003,서울 중랑구,1,4,898
202003,서울 중랑구,1,5,646
202003,서울 중랑구,2,0,201
202003,서울 중랑구,2,1,233
202003,서울 중랑구,2,2,115
202003,서울 중랑구,2,3,1559
202003,서울 중랑구,2,4,1433
202003,서울 중랑구,2,5,748
202003,서울 성북구,1,0,207
202003,서울 성북구,1,1,334
202003,서울 성북구,1,2,213
202003,서울 성북구,1,3,1062
202003,서울 성북구,1,4,856
202003,서울 성북구,1,5,649
202003,서울 성북구,2,0,171
202003,서울 성북구,2,1,222
202003,서울 성북구,2,2,161
202003,서울 성북구,2,3,1475
202003,서울 성북구,2,4,1247
202003,서울 성북구,2,5,736
202003,서울 강북구,1,0,109
202003,서울 강북구,1,1,210
202003,서울 강북구,1,2,127
202003,서울 강북구,1,3,713
202003,서울 강북구,1,4,677
202003,서울 강북구,1,5,557
202003,서울 강북구,2,0,103
202003,서울 강북구,2,1,151
202003,서울 강북구,2,2,125
202003,서울 강북구,2,3,1060
202003,서울 강북구,2,4,986
202003,서울 강북구,2,5,659
202003,서울 도봉구,1,0,136
202003,서울 도봉구,1,1,221
202003,서울 도봉구,1,2,125
202003,서울 도봉구,1,3,788
202003,서울 도봉구,1,4,644
202003,서울 도봉구,1,5,538
202003,서울 도봉구,2,0,140
202003,서울 도봉구,2,1,163
202003,서울 도봉구,2,2,111
202003,서울 도봉구,2,3,1037
202003,서울 도봉구,2,4,1058
202003,서울 도봉구,2,5,580
202003,서울 노원구,1,0,242
202003,서울 노원구,1,1,384
202003,서울 노원구,1,2,302
202003,서울 노원구,1,3,1293
202003,서울 노원구,1,4,1132
202003,서울 노원구,1,5,692
202003,서울 노원구,2,0,205
202003,서울 노원구,2,1,299
202003,서울 노원구,2,2,222
202003,서울 노원구,2,3,1715
202003,서울 노원구,2,4,1784
202003,서울 노원구,2,5,887
202003,서울 은평구,1,0,193
202003,서울 은평구,1,1,301
202003,서울 은평구,1,2,216
202003,서울 은평구,1,3,1070
202003,서울 은평구,1,4,927
202003,서울 은평구,1,5,699
202003,서울 은평구,2,0,176
202003,서울 은평구,2,1,219
202003,서울 은평구,2,2,136
202003,서울 은평구,2,3,1589
202003,서울 은평구,2,4,1452
202003,서울 은평구,2,5,853
202003,서울 서대문구,1,0,143
202003,서울 서대문구,1,1,211
202003,서울 서대문구,1,2,126
202003,서울 서대문구,1,3,764
202003,서울 서대문구,1,4,641
202003,서울 서대문구,1,5,426
202003,서울 서대문구,2,0,154
202003,서울 서대문구,2,1,178
202003,서울 서대문구,2,2,102
202003,서울 서대문구,2,3,1086
202003,서울 서대문구,2,4,905
202003,서울 서대문구,2,5,551
202003,서울 마포구,1,0,179
202003,서울 마포구,1,1,228
202003,서울 마포구,1,2,147
202003,서울 마포구,1,3,1023
202003,서울 마포구,1,4,710
202003,서울 마포구,1,5,444
202003,서울 마포구,2,0,134
202003,서울 마포구,2,1,163
202003,서울 마포구,2,2,124
202003,서울 마포구,2,3,1413
202003,서울 마포구,2,4,947
202003,서울 마포구,2,5,486
202003,서울 양천구,1,0,215
202003,서울 양천구,1,1,393
202003,서울 양천구,1,2,325
202003,서울 양천구,1,3,1061
202003,서울 양천구,1,4,1010
202003,서울 양천구,1,5,631
202003,서울 양천구,2,0,158
202003,서울 양천구,2,1,286
202003,서울 양천구,2,2,189
202003,서울 양천구,2,3,1517
202003,서울 양천구,2,4,1392
202003,서울 양천구,2,5,635
202003,서울 강서구,1,0,289
202003,서울 강서구,1,1,392
202003,서울 강서구,1,2,246
202003,서울 강서구,1,3,1450
202003,서울 강서구,1,4,1110
202003,서울 강서구,1,5,792
202003,서울 강서구,2,0,224
202003,서울 강서구,2,1,304
